Country Name,Year,Primary Enrollment,GDP
Belgium,2001,771889.0,47700300000.0
Belgium,2001,771889.0,45044100000.0
Belgium,2001,771889.0,40342826002.3229
Belgium,2001,771889.0,
Belgium,2001,771889.0,70.0509832498738
Belgium,2001,771889.0,165843000000.0
Belgium,2001,771889.0,8.0
Belgium,2001,771889.0,11.0
Belgium,2001,771889.0,55.9727469256545
Belgium,2001,771889.0,44.1580798895331
Belgium,2001,771889.0,190349000000.0
Belgium,2001,771889.0,190355000000.0
Belgium,2001,771889.0,0.657187953035119
Belgium,2001,771889.0,1.99782519975835
Belgium,2001,771889.0,91.3570374967823
Belgium,2001,771889.0,1.48126672953166
Belgium,2001,771889.0,1.51258935620288
Belgium,2001,771889.0,1.1178079588138
Belgium,2001,771889.0,1.20680040608337
Belgium,2001,771889.0,1.59455909432376
Belgium,2001,771889.0,1.07275100522708
Belgium,2001,771889.0,7.98577455018255
Belgium,2001,771889.0,
Belgium,2001,771889.0,178664000000.0
Belgium,2001,771889.0,178721000000.0
Belgium,2001,771889.0,0.137799530553209
Belgium,2001,771889.0,1.19352004017435
Belgium,2001,771889.0,88.1209889492561
Belgium,2001,771889.0,4.16786695687692
Belgium,2001,771889.0,1.77381984042166
Belgium,2001,771889.0,1.77229965085245
Belgium,2001,771889.0,0.781531931334314
Belgium,2001,771889.0,1.20999135747898
Belgium,2001,771889.0,2.03570178322637
Belgium,2001,771889.0,11.7412115201907
Belgium,2001,771889.0,
Belgium,2001,771889.0,155.868643729224
Belgium,2001,771889.0,-13.9421454399357
Belgium,2001,771889.0,11630.0001144409
Belgium,2001,771889.0,1050.0
Belgium,2001,771889.0,
Belgium,2001,771889.0,1.27650416647228
Belgium,2001,771889.0,2.59930895523532
Belgium,2001,771889.0,3392800000.0
Belgium,2001,771889.0,3036035471.71837
Belgium,2001,771889.0,0.0
Belgium,2001,771889.0,7697000.0
Belgium,2001,771889.0,74.59042376
Belgium,2001,771889.0,66.2992287435371
Belgium,2001,771889.0,15.8
Belgium,2001,771889.0,15.1
Belgium,2001,771889.0,10.5
Belgium,2001,771889.0,19.8
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,0.6
Belgium,2001,771889.0,0.5
Belgium,2001,771889.0,0.7
Belgium,2001,771889.0,
Belgium,2001,771889.0,67.722
Belgium,2001,771889.0,128.037
Belgium,2001,771889.0,4.6
Belgium,2001,771889.0,4.0
Belgium,2001,771889.0,5.1
Belgium,2001,771889.0,2.8
Belgium,2001,771889.0,5.6
Belgium,2001,771889.0,4.9
Belgium,2001,771889.0,6.2
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
